road,id,model_type,condition,name,lat,lon,length
N1,1001424,link,,Box culvert,21.3773882,92.0706104,38.99999999998727
N1,1001427,link,,Box culvert,21.3762216,92.0718049,182.00000000001637
N1,1001428,link,,Box culvert,21.3752493,92.0727771,164.99999999996362
N1,1001429,bridge,C,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,2.4
N1,1001430,link,,Box culvert,21.3747771,92.0734993,115.0000000000091
N1,1001431,link,,Box culvert,21.3745549,92.0739716,64.99999999999773
N1,1001434,link,,Box culvert,21.3742493,92.0755271,173.00000000000182
N1,1001435,link,,"Teknaf 71km, Ukhia 17km",21.3742493,92.0756938,16.000000000019554
N1,1001436,bridge,C,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,1.3
N1,1001437,link,,Box culvert,21.3736938,92.0768327,158.00000000001546
N1,1001438,link,,Box culvert,21.3731938,92.0773327,82.99999999996999
